,Age,WFH_Days_Per_Week,Gender,Education_Level,Marital_Status,Has_Children,Location_Type,Department,Job_Level,Company_Size,Industry,Home_Office_Quality,Internet_Speed_Category,Work_Hours_Per_Week,Manager_Support_Level,Team_Collaboration_Frequency,Task_Completion_Rate,Quality_Score,Innovation_Score,Efficiency_Rating,Meetings_Per_Week,Commute_Time_Minutes,Job_Satisfaction,Stress_Level,Work_Life_Balance,Prod_Efficiency,Exp_Task_Rate
877,49,2,Male,Master Degree,Married,No,Suburban,Customer Success,Junior,Startup (1-50),Education,Good,Fast (50-100 Mbps),39,Very High,Daily,86.2,92.7,69.4,95.0,12,21,100.0,4,10,8588.0,431.0
878,37,4,Female,Bachelor Degree,Married,Yes,Urban,Engineering,Mid-Level,Large (1001-5000),Consulting,Excellent,Very Fast (100+ Mbps),41,High,Few times per week,100.0,94.0,95.0,95.0,4,25,100.0,3,7,8493.0,400.0
879,40,4,Female,Master Degree,Divorced,No,Suburban,Marketing,Senior,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),38,High,Monthly,99.7,95.3,79.5,95.0,5,0,100.0,8,9,9310.0,797.6
880,36,2,Male,PhD,Single,No,Urban,HR,Lead,Startup (1-50),Technology,Excellent,Fast (50-100 Mbps),45,Moderate,Weekly,99.9,100.0,95.0,95.0,5,77,100.0,9,4,9310.0,799.2
881,30,0,Female,High School,Single,Yes,Rural,Engineering,Mid-Level,Small (51-200),Healthcare,Excellent,Moderate (25-50 Mbps),42,Very High,Daily,100.0,95.5,95.0,95.0,6,7,100.0,7,7,9310.0,300.0
882,36,4,Male,Associate Degree,Single,No,Rural,Engineering,Senior,Startup (1-50),Manufacturing,Poor,Fast (50-100 Mbps),50,High,Bi-weekly,81.7,90.7,70.2,85.0,9,25,100.0,8,7,6273.0,326.8
883,44,5,Female,Master Degree,Married,No,Urban,Marketing,Junior,Medium (201-1000),Finance,Good,Very Fast (100+ Mbps),50,Very High,Daily,65.0,76.1,57.9,92.9,6,0,100.0,4,5,6586.610000000001,0.0
884,25,4,Female,Master Degree,Single,Yes,Urban,Finance,Junior,Enterprise (5000+),Retail,Average,Fast (50-100 Mbps),36,High,Weekly,89.4,92.0,87.4,95.0,9,10,100.0,2,8,8398.0,178.8
885,36,2,Male,Master Degree,Married,Yes,Urban,Engineering,Mid-Level,Startup (1-50),Government,Good,Fast (50-100 Mbps),40,Very High,Few times per week,78.3,91.7,74.2,95.0,7,55,100.0,6,4,7400.500000000001,391.5
886,28,5,Male,PhD,Single,Yes,Rural,HR,Mid-Level,Small (51-200),Healthcare,Average,Fast (50-100 Mbps),54,Moderate,Weekly,70.6,74.0,68.6,70.3,9,0,92.4,8,3,4562.47,141.2
887,45,5,Female,Master Degree,In Relationship,Yes,Urban,Design,Lead,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),35,Moderate,Weekly,96.6,95.4,95.0,95.0,12,0,82.9,8,6,8683.0,1449.0
888,22,3,Male,Bachelor Degree,Single,No,Urban,Engineering,Junior,Startup (1-50),Media,Excellent,Fast (50-100 Mbps),46,Moderate,Weekly,75.6,86.8,61.0,95.0,7,27,67.4,6,5,7163.000000000001,0.0
889,29,4,Female,Master Degree,Single,Yes,Suburban,Marketing,Junior,Startup (1-50),Healthcare,Average,Fast (50-100 Mbps),45,Moderate,Weekly,91.0,81.6,86.4,95.0,5,47,100.0,6,6,8417.0,91.0
890,38,4,Male,Master Degree,Married,Yes,Urban,Engineering,Mid-Level,Medium (201-1000),Finance,Excellent,Fast (50-100 Mbps),36,Moderate,Weekly,88.7,88.3,76.7,95.0,3,58,78.6,5,4,8303.0,354.8
891,49,5,Male,Professional Degree,Married,No,Urban,Engineering,Mid-Level,Large (1001-5000),Finance,Good,Moderate (25-50 Mbps),37,High,Few times per week,71.8,83.2,54.4,93.6,8,0,100.0,8,6,6973.2,287.2
892,34,4,Female,Bachelor Degree,Married,Yes,Urban,Engineering,Mid-Level,Large (1001-5000),Finance,Good,Very Fast (100+ Mbps),53,Moderate,Bi-weekly,100.0,100.0,93.3,95.0,9,41,100.0,7,6,9310.0,600.0
893,30,4,Female,Bachelor Degree,Divorced,No,Suburban,Sales,Junior,Large (1001-5000),Retail,Excellent,Very Fast (100+ Mbps),52,High,Weekly,91.1,92.7,85.5,95.0,10,32,100.0,4,10,8227.0,0.0
894,51,4,Male,Master Degree,Married,Yes,Urban,Customer Success,Manager,Small (51-200),Finance,Excellent,Fast (50-100 Mbps),44,High,Weekly,80.8,76.5,62.0,89.6,10,15,100.0,5,8,6442.24,1292.8
895,22,3,Female,Bachelor Degree,In Relationship,No,Suburban,Operations,Mid-Level,Large (1001-5000),Finance,Average,Slow (<25 Mbps),33,Very High,Monthly,100.0,100.0,84.9,95.0,11,18,100.0,4,9,9310.0,0.0
896,22,4,Female,Bachelor Degree,Married,No,Suburban,Engineering,Junior,Startup (1-50),Retail,Good,Very Fast (100+ Mbps),49,Very High,Daily,88.2,97.5,79.4,95.0,7,38,100.0,6,8,9310.0,0.0
897,38,4,Female,Master Degree,Single,Yes,Suburban,Engineering,Senior,Small (51-200),Technology,Good,Very Fast (100+ Mbps),33,Low,Few times per week,100.0,93.9,81.3,95.0,8,25,100.0,4,8,9310.0,300.0
898,30,5,Male,Bachelor Degree,Divorced,No,Suburban,Operations,Mid-Level,Small (51-200),Technology,Good,Moderate (25-50 Mbps),46,High,Weekly,100.0,99.9,95.0,95.0,12,0,100.0,4,8,9310.0,400.0
899,25,3,Male,Master Degree,In Relationship,Yes,Urban,Engineering,Junior,Small (51-200),Retail,Good,Moderate (25-50 Mbps),32,High,Daily,66.2,63.4,75.0,84.7,6,48,100.0,4,5,5861.240000000001,66.2
900,41,3,Female,Master Degree,In Relationship,No,Suburban,Sales,Senior,Small (51-200),Consulting,Average,Moderate (25-50 Mbps),42,Moderate,Few times per week,99.3,100.0,89.5,95.0,1,48,100.0,4,6,9310.0,695.1
901,37,3,Female,Bachelor Degree,Single,No,Urban,Marketing,Senior,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),47,High,Bi-weekly,100.0,87.2,87.4,95.0,12,30,100.0,8,9,9091.5,600.0
902,29,4,Male,Professional Degree,Married,Yes,Suburban,Product,Mid-Level,Medium (201-1000),Technology,Excellent,Moderate (25-50 Mbps),25,Low,Daily,76.8,80.1,69.7,95.0,8,12,100.0,9,3,6868.5,307.2
903,23,4,Female,Master Degree,Single,No,Urban,Engineering,Junior,Small (51-200),Retail,Good,Fast (50-100 Mbps),38,Low,Bi-weekly,96.1,81.1,63.8,95.0,11,22,79.3,10,3,8645.0,0.0
904,42,0,Male,Bachelor Degree,Single,Yes,Urban,Finance,Mid-Level,Large (1001-5000),Education,Good,Fast (50-100 Mbps),42,High,Monthly,58.9,80.4,61.1,95.0,11,54,100.0,2,7,6726.0,176.7
905,40,3,Male,Bachelor Degree,Married,No,Urban,Engineering,Lead,Large (1001-5000),Finance,Good,Very Fast (100+ Mbps),39,Very High,Daily,93.4,85.1,95.0,95.0,10,7,100.0,6,9,9310.0,1027.4
906,34,1,Female,PhD,In Relationship,Yes,Urban,Operations,Mid-Level,Small (51-200),Technology,Good,Fast (50-100 Mbps),37,High,Weekly,95.8,93.9,61.7,95.0,5,55,100.0,4,8,7904.0,479.0
907,51,0,Female,Bachelor Degree,Married,No,Suburban,Operations,Junior,Small (51-200),Technology,Good,Very Fast (100+ Mbps),41,High,Daily,71.9,89.4,58.4,95.0,8,18,100.0,10,8,8255.5,71.9
908,25,4,Male,Bachelor Degree,Divorced,Yes,Suburban,Customer Success,Junior,Small (51-200),Manufacturing,Excellent,Very Fast (100+ Mbps),48,High,Weekly,100.0,100.0,77.3,95.0,6,16,100.0,10,6,9310.0,100.0
909,22,2,Female,Bachelor Degree,Single,No,Urban,Marketing,Junior,Startup (1-50),Healthcare,Good,Fast (50-100 Mbps),50,High,Few times per week,88.3,92.1,88.8,95.0,9,20,100.0,9,7,8996.5,0.0
910,28,2,Female,Bachelor Degree,Single,No,Suburban,Sales,Junior,Large (1001-5000),Consulting,Excellent,Very Fast (100+ Mbps),46,Moderate,Bi-weekly,100.0,100.0,83.6,95.0,4,10,93.5,1,8,9310.0,0.0
911,34,0,Female,Bachelor Degree,Married,No,Suburban,Engineering,Senior,Startup (1-50),Education,Excellent,Very Fast (100+ Mbps),51,High,Daily,63.8,73.2,68.0,95.0,7,63,100.0,4,8,7505.0,382.79999999999995
912,37,1,Female,Professional Degree,Married,Yes,Suburban,Engineering,Senior,Small (51-200),Education,Poor,Very Fast (100+ Mbps),38,High,Weekly,100.0,99.8,95.0,95.0,9,41,100.0,6,7,9310.0,800.0
913,32,4,Male,Master Degree,Divorced,No,Suburban,Marketing,Junior,Startup (1-50),Government,Good,Fast (50-100 Mbps),45,High,Weekly,100.0,100.0,83.8,95.0,6,12,100.0,4,8,9234.0,200.0
914,38,3,Male,Bachelor Degree,Married,Yes,Urban,Product,Senior,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),35,Moderate,Daily,81.0,74.8,48.8,95.0,7,17,100.0,8,2,7524.0,243.0
915,23,5,Male,Bachelor Degree,Married,Yes,Urban,Marketing,Junior,Startup (1-50),Healthcare,Good,Fast (50-100 Mbps),59,High,Weekly,81.9,76.3,75.2,90.1,9,0,100.0,7,9,7180.97,0.0
916,47,3,Female,Master Degree,Married,Yes,Suburban,HR,Mid-Level,Large (1001-5000),Technology,Average,Fast (50-100 Mbps),42,High,Monthly,84.0,67.6,58.3,95.0,10,46,100.0,4,9,7590.500000000001,840.0
917,34,2,Female,High School,Single,Yes,Rural,Sales,Senior,Startup (1-50),Finance,Good,Fast (50-100 Mbps),46,High,Few times per week,87.7,89.3,77.9,95.0,4,30,100.0,8,3,7923.000000000001,350.8
918,45,2,Male,Master Degree,Divorced,No,Suburban,Marketing,Senior,Large (1001-5000),Technology,Good,Fast (50-100 Mbps),31,High,Weekly,100.0,98.0,80.1,95.0,14,50,100.0,6,6,9034.5,1200.0
919,38,4,Male,Master Degree,Married,Yes,Suburban,Sales,Senior,Enterprise (5000+),Technology,Good,Fast (50-100 Mbps),46,High,Few times per week,95.8,100.0,92.4,95.0,9,21,100.0,7,9,9196.0,574.8
920,39,3,Male,Master Degree,Married,No,Suburban,Engineering,Senior,Medium (201-1000),Government,Average,Very Fast (100+ Mbps),42,Very Low,Few times per week,99.4,66.2,65.4,95.0,8,37,90.5,3,6,7343.5,994.0
921,40,5,Male,Bachelor Degree,Divorced,Yes,Suburban,Sales,Mid-Level,Large (1001-5000),Education,Average,Very Fast (100+ Mbps),44,Moderate,Daily,89.0,95.5,77.4,95.0,5,0,81.2,6,3,8825.5,356.0
922,39,4,Female,Bachelor Degree,Married,Yes,Suburban,HR,Senior,Large (1001-5000),Media,Good,Fast (50-100 Mbps),42,Moderate,Few times per week,100.0,96.0,89.3,95.0,10,13,100.0,7,10,8854.0,600.0
923,40,3,Female,High School,Divorced,No,Urban,Sales,Mid-Level,Large (1001-5000),Finance,Average,Slow (<25 Mbps),41,Low,Few times per week,91.8,96.8,94.5,95.0,4,10,100.0,5,6,9310.0,550.8
924,46,4,Male,Bachelor Degree,Single,Yes,Suburban,Finance,Manager,Large (1001-5000),Education,Average,Very Fast (100+ Mbps),40,Moderate,Weekly,89.3,100.0,83.7,95.0,8,23,100.0,4,6,9091.5,1071.6
925,36,5,Female,Bachelor Degree,Single,Yes,Suburban,HR,Junior,Small (51-200),Technology,Poor,Fast (50-100 Mbps),41,Moderate,Daily,58.8,55.5,42.0,80.2,6,0,74.2,6,7,4282.68,58.8
926,41,2,Female,Master Degree,In Relationship,Yes,Suburban,Sales,Lead,Medium (201-1000),Healthcare,Poor,Moderate (25-50 Mbps),50,High,Daily,61.3,64.0,59.0,77.4,8,49,100.0,6,8,4620.780000000001,796.9
927,34,2,Female,Master Degree,Divorced,No,Urban,Customer Success,Mid-Level,Enterprise (5000+),Healthcare,Good,Moderate (25-50 Mbps),39,Moderate,Weekly,93.4,77.8,68.2,95.0,9,26,87.5,4,9,8122.5,280.20000000000005
928,47,4,Male,PhD,Married,No,Urban,Sales,Mid-Level,Small (51-200),Technology,Average,Very Fast (100+ Mbps),55,Very High,Daily,73.6,93.8,86.3,94.3,7,21,100.0,2,7,7798.61,588.8
929,28,3,Male,Master Degree,Married,Yes,Suburban,Engineering,Junior,Enterprise (5000+),Manufacturing,Good,Fast (50-100 Mbps),42,High,Few times per week,85.0,80.6,58.0,94.6,9,27,100.0,4,9,7908.559999999999,0.0
930,51,5,Male,High School,In Relationship,Yes,Suburban,Engineering,Manager,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),50,High,Daily,81.4,90.7,64.3,95.0,9,0,100.0,5,5,7875.500000000001,895.4000000000001
931,34,3,Female,Master Degree,Single,No,Rural,Engineering,Junior,Medium (201-1000),Healthcare,Excellent,Fast (50-100 Mbps),48,Moderate,Few times per week,84.1,74.9,77.5,88.8,9,16,97.7,2,9,6908.639999999999,0.0
932,22,0,Female,Associate Degree,Single,No,Suburban,HR,Junior,Large (1001-5000),Healthcare,Excellent,Very Fast (100+ Mbps),32,High,Monthly,90.8,100.0,95.0,95.0,4,21,100.0,9,4,9310.0,0.0
933,36,5,Female,Bachelor Degree,Married,Yes,Urban,Product,Mid-Level,Large (1001-5000),Non-profit,Excellent,Fast (50-100 Mbps),33,Moderate,Bi-weekly,74.1,87.3,66.2,95.0,9,0,100.0,4,9,7068.000000000001,222.29999999999998
934,28,4,Male,Bachelor Degree,Single,No,Urban,Engineering,Senior,Medium (201-1000),Technology,Poor,Moderate (25-50 Mbps),37,Moderate,Daily,53.1,50.0,43.8,63.2,10,27,70.7,7,5,2995.68,212.4
935,42,1,Male,Master Degree,Single,Yes,Suburban,Engineering,Senior,Startup (1-50),Healthcare,Excellent,Slow (<25 Mbps),32,Very High,Few times per week,90.1,91.0,73.8,95.0,7,61,100.0,5,7,9310.0,991.0999999999999
936,29,5,Male,Master Degree,Divorced,Yes,Urban,Sales,Junior,Large (1001-5000),Healthcare,Excellent,Moderate (25-50 Mbps),39,High,Bi-weekly,93.1,84.6,67.9,95.0,8,0,100.0,6,8,7723.5,93.1
937,22,2,Male,Associate Degree,Divorced,No,Urban,Sales,Mid-Level,Medium (201-1000),Education,Good,Very Fast (100+ Mbps),45,High,Daily,71.6,79.9,64.9,88.7,5,29,100.0,7,4,6546.06,71.6
938,30,5,Male,Associate Degree,Married,Yes,Rural,Marketing,Senior,Small (51-200),Technology,Poor,Fast (50-100 Mbps),43,Moderate,Weekly,97.1,90.8,75.8,95.0,10,0,95.7,7,6,8255.5,291.29999999999995
939,22,1,Female,Bachelor Degree,Married,No,Suburban,Sales,Mid-Level,Enterprise (5000+),Technology,Good,Very Fast (100+ Mbps),48,High,Few times per week,96.4,98.1,84.0,95.0,7,39,100.0,5,7,8369.5,96.4
940,41,2,Female,Master Degree,Married,Yes,Urban,Data Science,Senior,Startup (1-50),Consulting,Poor,Very Fast (100+ Mbps),47,Moderate,Daily,94.5,83.1,76.0,95.0,8,63,100.0,6,7,7980.0,850.5
941,42,4,Male,Master Degree,Single,No,Suburban,Sales,Senior,Medium (201-1000),Technology,Excellent,Moderate (25-50 Mbps),53,Low,Monthly,97.6,91.8,79.8,92.3,13,24,100.0,5,5,8122.4,1073.6
942,38,1,Female,Bachelor Degree,Single,Yes,Urban,Data Science,Mid-Level,Small (51-200),Healthcare,Poor,Moderate (25-50 Mbps),43,High,Weekly,91.9,88.8,70.7,95.0,9,7,100.0,3,7,9310.0,367.6
943,26,3,Male,Master Degree,Married,Yes,Urban,Engineering,Junior,Small (51-200),Technology,Excellent,Very Fast (100+ Mbps),27,Moderate,Daily,92.4,77.7,79.2,85.8,7,7,100.0,5,3,6469.320000000001,92.4
944,34,4,Female,Bachelor Degree,Single,Yes,Urban,Engineering,Senior,Small (51-200),Technology,Average,Very Fast (100+ Mbps),44,Very High,Weekly,96.9,100.0,90.9,95.0,10,44,100.0,4,2,9310.0,872.1
945,34,2,Male,PhD,Single,Yes,Suburban,HR,Senior,Small (51-200),Technology,Excellent,Fast (50-100 Mbps),55,Moderate,Daily,74.7,87.0,69.9,95.0,5,10,75.6,3,6,8265.0,224.10000000000002
946,24,4,Male,Bachelor Degree,In Relationship,Yes,Urban,Finance,Junior,Large (1001-5000),Healthcare,Poor,Moderate (25-50 Mbps),48,Very High,Daily,94.0,99.0,80.5,95.0,7,22,100.0,5,6,8635.5,0.0
947,48,5,Female,Master Degree,In Relationship,Yes,Rural,Customer Success,Senior,Small (51-200),Technology,Excellent,Fast (50-100 Mbps),49,Moderate,Few times per week,99.9,100.0,83.7,95.0,9,0,100.0,5,1,9101.0,599.4000000000001
948,42,3,Female,PhD,Married,Yes,Urban,Sales,Manager,Small (51-200),Technology,Excellent,Slow (<25 Mbps),42,High,Few times per week,88.8,97.3,91.5,95.0,5,8,100.0,3,7,9310.0,1065.6
949,33,3,Female,Master Degree,Single,Yes,Urban,Design,Junior,Medium (201-1000),Manufacturing,Average,Fast (50-100 Mbps),47,Low,Daily,59.0,68.1,57.7,64.6,14,25,67.3,6,8,4321.74,118.0
950,35,2,Male,Associate Degree,Married,No,Urban,Engineering,Senior,Enterprise (5000+),Healthcare,Excellent,Slow (<25 Mbps),49,High,Few times per week,100.0,98.6,93.4,95.0,10,40,100.0,5,6,9310.0,600.0
951,36,4,Male,Master Degree,Divorced,Yes,Suburban,Engineering,Senior,Large (1001-5000),Technology,Average,Fast (50-100 Mbps),39,Very High,Few times per week,91.6,93.5,78.4,95.0,17,29,100.0,4,8,9310.0,732.8
952,22,5,Female,Associate Degree,Single,Yes,Urban,Sales,Junior,Startup (1-50),Healthcare,Average,Moderate (25-50 Mbps),38,High,Few times per week,67.7,61.1,58.1,74.7,3,0,100.0,8,4,4392.36,0.0
953,32,2,Female,High School,Single,No,Rural,Customer Success,Lead,Startup (1-50),Technology,Good,Moderate (25-50 Mbps),44,Moderate,Daily,100.0,100.0,95.0,95.0,3,32,99.3,1,7,9310.0,700.0
954,25,3,Female,Master Degree,In Relationship,No,Rural,Marketing,Junior,Large (1001-5000),Finance,Average,Very Fast (100+ Mbps),25,Low,Daily,75.0,77.2,39.7,78.9,7,16,90.8,5,7,5388.87,0.0
955,32,3,Female,Master Degree,Married,Yes,Urban,Engineering,Mid-Level,Small (51-200),Technology,Average,Moderate (25-50 Mbps),40,Moderate,Few times per week,55.2,65.3,47.2,76.5,7,15,75.5,7,8,4268.7,165.60000000000002
956,51,2,Female,Bachelor Degree,Single,No,Suburban,Engineering,Junior,Small (51-200),Technology,Good,Very Fast (100+ Mbps),30,Moderate,Few times per week,100.0,81.1,73.4,95.0,15,54,100.0,5,8,9082.0,300.0
957,40,4,Male,Bachelor Degree,Married,Yes,Suburban,Sales,Junior,Large (1001-5000),Finance,Excellent,Very Fast (100+ Mbps),41,High,Bi-weekly,87.2,90.7,91.8,95.0,10,16,100.0,6,4,9310.0,436.0
958,29,2,Male,PhD,Married,No,Suburban,Marketing,Junior,Medium (201-1000),Manufacturing,Good,Moderate (25-50 Mbps),52,Very High,Daily,83.3,85.6,91.3,86.1,7,0,100.0,8,3,7258.23,0.0
959,40,4,Male,Bachelor Degree,Single,No,Suburban,Finance,Mid-Level,Medium (201-1000),Technology,Excellent,Moderate (25-50 Mbps),38,Very Low,Weekly,66.4,59.4,41.0,85.4,12,37,65.4,4,10,4987.360000000001,265.6
960,47,3,Male,Bachelor Degree,Single,No,Rural,Operations,Lead,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),40,Low,Daily,72.2,93.0,57.7,95.0,8,32,100.0,3,6,8122.5,938.6
961,43,3,Female,Bachelor Degree,Married,Yes,Urban,Design,Senior,Small (51-200),Healthcare,Average,Fast (50-100 Mbps),45,High,Daily,83.9,89.0,56.4,95.0,8,15,100.0,7,8,8236.5,755.1
962,35,1,Female,Master Degree,Married,No,Suburban,Engineering,Junior,Small (51-200),Healthcare,Average,Fast (50-100 Mbps),47,Moderate,Few times per week,100.0,100.0,77.7,95.0,9,9,100.0,7,7,8721.0,0.0
963,29,4,Female,Bachelor Degree,Married,No,Urban,Sales,Junior,Small (51-200),Technology,Average,Very Fast (100+ Mbps),47,Moderate,Weekly,47.5,50.0,44.5,51.0,7,18,71.8,8,2,1912.5,0.0
964,41,1,Male,Master Degree,Divorced,No,Urban,Marketing,Mid-Level,Enterprise (5000+),Technology,Good,Moderate (25-50 Mbps),42,Moderate,Bi-weekly,89.4,86.6,84.6,95.0,4,34,98.5,10,6,8911.0,715.2
965,38,1,Male,Bachelor Degree,Married,No,Urban,Finance,Mid-Level,Startup (1-50),Technology,Good,Fast (50-100 Mbps),45,Moderate,Weekly,79.3,80.3,65.5,93.5,13,46,97.7,5,7,7900.75,317.2
966,43,3,Male,Bachelor Degree,Divorced,No,Rural,Marketing,Mid-Level,Medium (201-1000),Technology,Average,Slow (<25 Mbps),45,Very High,Daily,100.0,100.0,66.6,95.0,8,51,100.0,5,8,9310.0,300.0
967,40,4,Female,Bachelor Degree,Divorced,No,Rural,Product,Lead,Medium (201-1000),Finance,Average,Very Fast (100+ Mbps),37,Low,Weekly,90.0,83.1,85.9,95.0,8,29,92.1,8,10,8303.0,810.0
968,44,0,Male,Associate Degree,Single,No,Urban,Operations,Senior,Small (51-200),Technology,Average,Very Fast (100+ Mbps),31,High,Weekly,100.0,89.7,76.7,95.0,3,48,100.0,8,5,8369.5,500.0
969,30,0,Female,Bachelor Degree,Married,No,Rural,Engineering,Junior,Large (1001-5000),Education,Excellent,Moderate (25-50 Mbps),36,High,Few times per week,69.3,74.0,46.8,95.0,8,3,100.0,5,3,6764.0,138.6
970,46,4,Male,Associate Degree,Married,Yes,Suburban,Engineering,Manager,Large (1001-5000),Non-profit,Good,Very Fast (100+ Mbps),50,High,Monthly,94.9,94.0,95.0,95.0,8,8,100.0,3,6,9234.0,2182.7000000000003
971,36,4,Male,Master Degree,Single,No,Suburban,HR,Junior,Enterprise (5000+),Education,Good,Very Fast (100+ Mbps),55,Moderate,Daily,46.2,50.0,34.4,55.0,5,41,52.5,6,2,1925.0,92.4
972,53,2,Female,Bachelor Degree,Divorced,Yes,Urban,Finance,Senior,Small (51-200),Finance,Excellent,Slow (<25 Mbps),41,Moderate,Weekly,100.0,95.0,95.0,95.0,8,8,81.7,4,6,9310.0,1200.0
973,28,4,Female,Master Degree,Single,No,Suburban,Engineering,Mid-Level,Startup (1-50),Education,Average,Moderate (25-50 Mbps),50,Moderate,Daily,96.2,100.0,83.7,95.0,9,13,90.8,8,5,9310.0,192.4
974,50,3,Female,PhD,Married,Yes,Urban,Engineering,Mid-Level,Startup (1-50),Education,Good,Fast (50-100 Mbps),40,Moderate,Weekly,96.4,94.6,82.3,95.0,10,30,100.0,8,5,8645.0,482.0
975,36,4,Female,Master Degree,Married,No,Urban,Operations,Junior,Small (51-200),Consulting,Average,Fast (50-100 Mbps),44,Moderate,Weekly,71.0,86.5,58.6,89.4,11,30,100.0,8,1,6856.9800000000005,142.0
976,32,4,Female,Bachelor Degree,Married,No,Suburban,Marketing,Mid-Level,Small (51-200),Technology,Average,Moderate (25-50 Mbps),38,Very High,Daily,92.4,97.8,91.7,95.0,8,48,100.0,6,9,9310.0,277.20000000000005
977,38,3,Female,PhD,Single,No,Rural,Sales,Junior,Enterprise (5000+),Finance,Good,Very Fast (100+ Mbps),36,Moderate,Daily,96.5,81.0,51.1,95.0,7,7,100.0,4,3,8426.5,96.5
978,39,3,Male,Master Degree,Single,Yes,Suburban,Design,Mid-Level,Medium (201-1000),Finance,Average,Very Fast (100+ Mbps),42,Very High,Bi-weekly,100.0,100.0,93.6,95.0,10,29,100.0,5,8,9310.0,800.0
979,29,4,Female,Master Degree,Divorced,Yes,Urban,Engineering,Junior,Medium (201-1000),Technology,Average,Moderate (25-50 Mbps),46,High,Daily,40.0,51.3,33.4,65.3,8,51,100.0,6,8,2709.95,0.0
980,34,5,Male,Master Degree,Single,No,Urban,HR,Junior,Small (51-200),Finance,Average,Very Fast (100+ Mbps),42,High,Few times per week,89.0,100.0,83.0,95.0,12,0,100.0,6,5,9310.0,0.0
981,50,0,Male,High School,Married,No,Rural,Engineering,Manager,Large (1001-5000),Education,Excellent,Slow (<25 Mbps),36,Very High,Weekly,86.5,96.7,95.0,95.0,3,2,100.0,4,7,8749.5,1816.5
982,38,1,Male,Master Degree,Single,No,Rural,Marketing,Mid-Level,Startup (1-50),Government,Good,Moderate (25-50 Mbps),31,High,Monthly,76.6,94.2,85.3,95.0,11,53,100.0,8,3,8645.0,229.79999999999998
983,35,5,Female,Associate Degree,Married,No,Suburban,Engineering,Mid-Level,Large (1001-5000),Technology,Average,Fast (50-100 Mbps),39,Moderate,Weekly,91.3,86.7,68.0,95.0,6,0,100.0,8,5,8436.0,639.1
984,36,4,Male,Bachelor Degree,Married,No,Suburban,Finance,Senior,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),41,High,Weekly,96.3,93.6,95.0,95.0,12,22,100.0,7,6,9310.0,866.6999999999999
985,40,4,Male,Bachelor Degree,Married,No,Suburban,Operations,Lead,Large (1001-5000),Consulting,Good,Very Fast (100+ Mbps),45,Moderate,Bi-weekly,95.3,100.0,76.0,95.0,5,35,100.0,7,10,9310.0,857.6999999999999
986,25,0,Female,Bachelor Degree,Married,No,Urban,Engineering,Junior,Large (1001-5000),Government,Excellent,Fast (50-100 Mbps),34,Low,Few times per week,65.5,86.7,65.2,95.0,11,63,95.1,7,5,8084.499999999999,65.5
987,32,5,Female,High School,Single,No,Urban,Engineering,Senior,Small (51-200),Healthcare,Good,Very Fast (100+ Mbps),46,Moderate,Daily,79.6,76.4,62.0,93.0,8,0,83.9,9,6,7170.299999999999,398.0
988,22,4,Female,Master Degree,Married,No,Suburban,HR,Junior,Medium (201-1000),Technology,Average,Fast (50-100 Mbps),38,High,Weekly,84.5,94.0,84.5,95.0,8,0,100.0,8,7,8702.0,0.0
989,38,4,Male,Master Degree,Single,Yes,Suburban,Engineering,Senior,Startup (1-50),Healthcare,Excellent,Very Fast (100+ Mbps),38,High,Daily,100.0,98.1,71.1,95.0,8,31,100.0,5,6,9310.0,700.0
990,40,2,Female,Master Degree,Single,Yes,Rural,Marketing,Mid-Level,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),49,Very High,Daily,100.0,100.0,68.7,95.0,10,59,100.0,6,7,8825.5,100.0
991,30,0,Male,Bachelor Degree,Married,No,Urban,Sales,Junior,Startup (1-50),Media,Excellent,Very Fast (100+ Mbps),27,High,Weekly,69.7,62.2,53.2,82.8,8,42,100.0,6,7,5232.96,0.0
